URL,SIZE,No of Outlinks,Content-Type
http://www.nydailynews.com/new-york/bronx/bronx-teen-killed-classmate-mocked-homophobic-slurs-article-1.3527507,98933,127,text/html
http://www.nydailynews.com/authors?author=Glenn-Blain,106633,159,text/html
http://www.nydailynews.com/horoscopes/aries,108352,131,text/html
http://www.nydailynews.com/newswires/entertainment/marilyn-manson-hurt-onstage-nyc-show-article-1.3533624,87433,105,text/html
http://www.nydailynews.com/news/politics/trump-blasts-ingrates-twitter-rant-puerto-rico-response-article-1.3534160,89045,107,text/html
http://www.nydailynews.com/new-york/n-y-s-high-school-coaches-win-cash-talking-safe-driving-article-1.3502214,83852,101,text/html
http://www.nydailynews.com/tags/us-newswires/stories/7,107738,150,text/html
http://www.nydailynews.com/entertainment/emily-ratajkowski-hottest-moments-gallery-1.2103053?pmSlide=1.3532690,69828,22,text/html
http://www.nydailynews.com/autos/news/2018-nissan-armada-platinum-reserve-preview-article-1.3530080,86147,111,text/html
http://www.nydailynews.com/sports/football/giants/odell-beckham-earn-act-fool-article-1.3533525,104924,123,text/html
http://www.nydailynews.com/news/national/players-booted-hs-football-team-kneeling-anthem-article-1.3533085,93126,116,text/html
http://www.nydailynews.com/tags/us-newswires/stories/2,108016,146,text/html
http://www.nydailynews.com/news/politics/councilman-schools-equipped-treat-asthma-attacks-article-1.3523635,85403,104,text/html
http://www.nydailynews.com/entertainment/emily-ratajkowski-hottest-moments-gallery-1.2103053?pmSlide=1.3532675,69011,21,text/html
http://www.nydailynews.com/newswires/news/national/supreme-court-conservatives-rise-important-term-begins-article-1.3530690,87580,105,text/html
http://www.nydailynews.com/sports/football/jets,119808,159,text/html
http://www.nydailynews.com/authors?author=Daniel-Popper,106908,159,text/html
http://www.nydailynews.com/amp/sports/baseball/yankees/fan-struck-ball-stadium-03-suffers-effects-hit-article-1.3532775,50994,18,text/html
http://www.nydailynews.com/new-york/lgbtq-students-face-bullying-homelessness-article-1.3509342,88982,107,text/html
http://www.nydailynews.com/amp/entertainment/emily-ratajkowski-hottest-moments-gallery-1.2103053,168805,18,text/html
http://www.nydailynews.com/tags/animals,106876,157,text/html
http://www.nydailynews.com/amp/newswires/entertainment/lil-wayne-won-security-check-skips-concert-article-1.3534468,24807,18,text/html
http://www.nydailynews.com/entertainment/saturday-night-live-cast-members-breakthrough-hollywood-roles-gallery-1.2883629,70023,21,text/html
http://www.nydailynews.com/new-york/education/de-blasio-policies-question-bronx-school-stabbing-article-1.3526243,88869,109,text/html
http://www.nydailynews.com/tags/world-newswires,108428,149,text/html
http://www.nydailynews.com/news/world/world-oldest-cat-died-article-1.3514045,86506,109,text/html
http://www.nydailynews.com/tags/us-newswires/stories/3,107976,151,text/html
http://www.nydailynews.com/tags/us-newswires/stories/8,107928,151,text/html
http://www.nydailynews.com/news/national/record-setting-cats-live-detroit-article-1.3496087,82942,102,text/html
http://www.nydailynews.com/newswires/news/national/health-human-services-secretary-tom-price-resigns-criticism-travel-private-planes-article-1.3530973,85121,104,text/html
http://www.nydailynews.com/services/faqs,26913,42,text/html
http://www.nydailynews.com/new-york/boy-suffers-seizure-school-bus-driver-questions-mother-article-1.3509023,93172,113,text/html
http://www.nydailynews.com/news/national/cats-living-ernest-hemingway-florida-home-safe-irma-article-1.3488708,86247,106,text/html
http://www.nydailynews.com/newswires/news/national/americans-stay-cuba-health-attacks-article-1.3530015,95560,106,text/html
http://www.nydailynews.com/entertainment/angelic-zambrana-likes-devilish-roles-bushwick-article-1.3453391,89360,106,text/html
http://www.nydailynews.com/amp/new-york/brooklyn/renters-outraged-cat-colony-removed-brooklyn-complex-article-1.3534290,30376,21,text/html
http://www.nydailynews.com/life-style/community-outreach-memories-nypd-heroes-ramos-liu-alive-article-1.3496162,92257,115,text/html
http://www.nydailynews.com/newswires/news/national/latest-hhs-chief-pay-back-charter-costs-article-1.3528569,91580,106,text/html
http://www.nydailynews.com/login,18178,40,text/html
http://www.nydailynews.com/sports/all-jumpsuit-team-sports-stars-trouble-law-gallery-1.56536,66908,20,text/html
http://www.nydailynews.com/amp/newswires/entertainment/new-season-snl-roars-back-mocking-donald-trump-early-article-1.3532137,30858,18,text/html
http://www.nydailynews.com/sports/soccer,124281,163,text/html
http://www.nydailynews.com/entertainment/music/miguel-zenon-helping-bring-hot-jazz-cool-teatro-latea-venue-article-1.3482814,86775,104,text/html
http://www.nydailynews.com/sports/baseball/yankees/yankees-red-sox-win-bombers-officially-al-wild-card-article-1.3532718,91048,110,text/html
http://www.nydailynews.com/life-style/viva-viajes-mexico-offers-sun-fun-sept-16-article-1.3496378,90751,104,text/html
http://www.nydailynews.com/tags/us-newswires/stories/4,107780,151,text/html
http://www.nydailynews.com/newswires/news/national/ap-sources-warn-american-travelers-not-visit-cuba-due-concern-health-attacks-hotels-article-1.3530014,85291,104,text/html
http://www.nydailynews.com/tags/sunset-park,106925,152,text/html
http://www.nydailynews.com/newswires/news/national/trump-bad-happened-cuba-issues-travel-warning-recalls-diplomats-article-1.3530872,85149,104,text/html
http://www.nydailynews.com/sports/football/giants/odell-beckham-tds-tantrums-circus-catches-gallery-1.3413550,67968,21,text/html
http://www.nydailynews.com/autos/photos,74517,173,text/html
http://www.nydailynews.com/new-york/nyc-crime/bronx-student-fatally-stabbed-teen-meant-scare-article-1.3530619,93519,107,text/html
http://www.nydailynews.com/newswires/news/national/ap-sources-stops-issuing-visas-cuba-indefinitely-halts-official-delegation-travel-due-attacks-personnel-article-1.3530040,85789,104,text/html
http://www.nydailynews.com/new-york/nyc-crime/man-62-fatally-shot-brooklyn-street-article-1.3531641,85634,104,text/html
http://www.nydailynews.com/entertainment/meet-meghan-markle-prince-harry-rumored-girlfriend-gallery-1.2856929?pmSlide=1.2856927,68160,21,text/html
http://www.nydailynews.com/sports/football/sunday-morning-qb-owners-back-players-costs-article-1.3532433,99763,116,text/html
http://www.nydailynews.com/amp/news/rise-fall-o-simpson-gallery-1.11155,66397,18,text/html
