URL,SIZE,No of Outlinks,Content-Type
http://www.nydailynews.com/sports/baseball/mets/collins-refuses-address-allegations-lost-mets-clubhouse-article-1.3530986,86279,101,text/html
http://www.nydailynews.com/horoscopes/daily?c=cancer&d=20170929&type=daily,109528,126,text/html
http://www.nydailynews.com/newswires/sports/latest-massive-yosemite-rock-falls-don-deter-climbers-article-1.3530225,93625,106,text/html
http://www.nydailynews.com/horoscopes/love-astrology,104983,123,text/html
http://www.nydailynews.com/news/deadly-stampede-mumbai-train-station-gallery-1.3530107,67411,20,text/html
http://www.nydailynews.com/new-york/nyc-crime/bronx-student-fatally-stabbed-teen-meant-scare-article-1.3530619,90778,104,text/html
http://www.nydailynews.com/services/careers,24866,14,text/html
http://www.nydailynews.com/life-style,155501,281,text/html
http://www.nydailynews.com/newswires/news/national/health-human-services-secretary-tom-price-resigns-criticism-travel-private-planes-article-1.3530973,85108,104,text/html
http://www.nydailynews.com/authors?author=Eric-Francis-Coppolino,95829,101,text/html
http://www.nydailynews.com/newswires/news/world/merkel-party-nationalists-oppose-aid-neo-nazi-victims-article-1.3530833,85767,104,text/html
http://www.nydailynews.com/news/world/nude-sketch-da-vinci-study-mona-lisa-article-1.3530610,89810,106,text/html
http://www.nydailynews.com/amp/opinion/learn-horror-bronx-high-school-safe-article-1.3528685,28420,18,text/html
http://www.nydailynews.com/news/politics,118565,155,text/html
http://www.nydailynews.com/newswires/news/world/landslide-hits-el-salvador-home-kills-4-sleeping-article-1.3530897,84925,104,text/html
http://www.nydailynews.com/authors?author=Amara-Grautski,107702,159,text/html
http://www.nydailynews.com/horoscopes/gemini,108168,131,text/html
http://www.nydailynews.com/entertainment/music/demi-lovato-shares-moment-hit-rock-bottom-sobriety-article-1.3530186,89711,108,text/html
http://www.nydailynews.com/sports/college/burning-questions-ncaa-basketball-corruption-scandal-article-1.3530859,99818,104,text/html
http://www.nydailynews.com/new-york/education,129530,216,text/html
http://www.nydailynews.com/sports/football/patriots-fans-burn-jerseys-anthem-protests-article-1.3530222,86786,105,text/html
http://www.nydailynews.com/autos/fiat,41229,139,text/html
http://www.nydailynews.com/newswires/sports/gop-candidate-ohio-governor-pulls-ad-nfl-protests-article-1.3530968,85371,104,text/html
http://www.nydailynews.com/newswires/news/national/zinke-dismisses-charter-bs-travel-article-1.3530784,90638,106,text/html
http://www.nydailynews.com/autos/eye-candy-2018-maserati-ghibli-granlusso-gallery-1.3513592,27560,20,text/html
http://www.nydailynews.com/horoscopes/cancer?type=yearly,111946,131,text/html
http://www.nydailynews.com/newswires/news/world/refugee-girl-challenged-merkel-stay-indefinitely-article-1.3530814,86551,104,text/html
http://www.nydailynews.com/horoscopes,121813,142,text/html
http://www.nydailynews.com/amp/life-style/reasons-stock-market-surprisingly-strong-article-1.3518634,29035,23,text/html
http://www.nydailynews.com/autos/gmc,60538,177,text/html
http://www.nydailynews.com/sports/baseball/mlb-re-names-world-series-mvp-award-honor-willie-mays-article-1.3530397,87945,105,text/html
http://www.nydailynews.com/newswires/sports/truex-wins-pole-dover-3rd-nascar-playoff-race-article-1.3531004,84971,104,text/html
http://www.nydailynews.com/entertainment/music/dinosaur-jr-s-lou-barlow-recalls-nyc-influence-band-article-1.3530683,91409,103,text/html
http://www.nydailynews.com/autos/news/video-2018-land-rover-discovery-sport-races-dog-sled-team-article-1.3442023,83834,109,text/html
http://www.nydailynews.com/newswires/news/business/report-finds-gop-tax-plan-benefits-top-1-percent-article-1.3530315,89023,104,text/html
http://www.nydailynews.com/entertainment/celebrities-model-glamorous-photo-shoots-gallery-1.2600950,68363,21,text/html
http://www.nydailynews.com/entertainment/gossip/bad-girls-club-gallery-1.14246,68310,21,text/html
http://www.nydailynews.com/new-york,170061,300,text/html
http://www.nydailynews.com/autos/first-pictures-2019-genesis-g70-gallery-1.3497880,26964,20,text/html
http://www.nydailynews.com/newswires/news/business/major-stock-market-indexes-fared-friday-article-1.3530975,85191,104,text/html
http://www.nydailynews.com/services/contact-us,98392,100,text/html
http://www.nydailynews.com/horoscopes/taurus,108137,131,text/html
http://www.nydailynews.com/tags/puerto-rico,107467,156,text/html
http://www.nydailynews.com/life-style/animal-rights-activists-protest-animal-cruelty-yom-kippur-ceremony-brooklyn-gallery-1.3530455,69249,20,text/html
http://www.nydailynews.com/tags/auto-videos,107224,151,text/html
http://www.nydailynews.com/horoscopes/daily,109386,125,text/html
http://www.nydailynews.com/autos/gallery-2019-mercedes-benz-s560e-sedan-photos-gallery-1.3511660,27867,20,text/html
http://www.nydailynews.com/autos/news/porsche-innodrive-adaptive-cruise-control-system-2019-cayenne-article-1.3480251,85162,107,text/html
http://www.nydailynews.com/horoscopes/monthly,118010,137,text/html
http://www.nydailynews.com/news/crime/teens-10-year-old-arrested-viciously-attacking-child-article-1.3530745,88849,107,text/html
http://www.nydailynews.com/news/national/police-officer-killed-wounded-georgia-shooting-article-1.3530504,85480,102,text/html
http://www.nydailynews.com/entertainment/stasi-hugh-hefner-flawed-playboy-philosophy-die-article-1.3530388,93179,112,text/html
http://www.nydailynews.com/autos/street-smarts/8-great-traits-2018-volvo-xc60-list-article-1.3514215,104385,123,text/html
http://www.nydailynews.com/horoscopes/aquarius,108183,131,text/html
http://www.nydailynews.com/new-york/nyc-crime/nyc-slasher-cuts-man-face-didn-bumping-article-1.3530809,87386,103,text/html
http://www.nydailynews.com/sports/football/nfl-favorability-dropped-trump-anthem-comments-article-1.3530114,89083,108,text/html
http://www.nydailynews.com/tags/associated-press,107641,150,text/html
http://www.nydailynews.com/sports/hockey/rangers,121751,158,text/html
http://www.nydailynews.com/sports/hockey,121591,164,text/html
http://www.nydailynews.com/news/politics/cohn-stopping-state-local-tax-deductions-discussion-article-1.3530927,89897,102,text/html
http://www.nydailynews.com/news/national/san-juan-mayor-rips-federal-response-puerto-rico-article-1.3530322,89235,111,text/html
http://www.nydailynews.com/autos/street-smarts/what-is-nissan-propilot-assist-article-1.3474817,91347,112,text/html
http://www.nydailynews.com/services/sitemap,110367,121,text/html
http://www.nydailynews.com/horoscopes/weekly,117518,137,text/html
http://www.nydailynews.com/entertainment/tv/lionel-richie-luke-bryan-join-american-idol-judges-article-1.3530867,91675,110,text/html
http://www.nydailynews.com/autos/news,99320,287,text/html
http://www.nydailynews.com/life-style/man-left-paralyzed-car-crash-wheelchair-bodybuilder-gallery-1.3530550,68844,20,text/html
http://www.nydailynews.com/autos/types/sports-car,75629,241,text/html
http://www.nydailynews.com/new-york/new-york-city-captured-photographer-vivian-maier-gallery-1.3528729,68534,21,text/html
http://www.nydailynews.com/entertainment/tv,118440,160,text/html
http://www.nydailynews.com/authors?author=The-Associated-Press,106376,150,text/html
http://www.nydailynews.com/services/terms-services,122489,100,text/html
http://www.nydailynews.com/tags/jared-kushner,109781,157,text/html
http://www.nydailynews.com/horoscopes/pisces,108128,131,text/html
http://www.nydailynews.com/newswires/news/business/state-board-paid-100k-resolve-salon-owners-bias-claims-article-1.3530964,85907,104,text/html
http://www.nydailynews.com/newswires/new-york/richard-pyle-accomplished-ap-reporter-50-years-dies-article-1.3529937,95117,106,text/html
http://www.nydailynews.com/autos/types/minivan,47653,145,text/html
http://www.nydailynews.com/life-style/health,119892,159,text/html
http://www.nydailynews.com/new-york/manhattan,121966,171,text/html
http://www.nydailynews.com/amp/entertainment/gossip/hugh-hefner-final-interview-death-article-1.3530052,29239,24,text/html
http://www.nydailynews.com/horoscopes/capricorn,108234,131,text/html
http://www.nydailynews.com/new-york/brooklyn,123488,172,text/html
http://www.nydailynews.com/life-style/avoid-stock-market-losses-resist-letting-winners-run-article-1.3177705,88774,104,text/html
http://www.nydailynews.com/tags/us-newswires,108164,148,text/html
http://www.nydailynews.com/newswires/news/business/brown-signs-bills-aiming-fix-california-housing-crunch-article-1.3529646,92463,106,text/html
http://www.nydailynews.com/sports/basketball/nets,121923,160,text/html
http://www.nydailynews.com/photos,111734,172,text/html
http://www.nydailynews.com/news/crime,118087,155,text/html
http://www.nydailynews.com/life-style/equifax-breach-latest-challenge-consumer-rights-privacy-article-1.3504411,90504,114,text/html
http://www.nydailynews.com/autos/gallery-porsche-70-years-motorbooks-gallery-1.3530172,27208,20,text/html
http://www.nydailynews.com/horoscopes/leo,108032,131,text/html
http://www.nydailynews.com/new-york/nyc-crime/cops-probe-woman-claim-nypd-detectives-forced-sex-acts-article-1.3530054,87855,108,text/html
http://www.nydailynews.com/sports/football,127884,172,text/html
http://www.nydailynews.com/horoscopes/scorpio,108192,131,text/html
http://www.nydailynews.com/news/crime/main-suspect-slender-man-stabbing-avoids-jail-time-deal-article-1.3530176,89478,109,text/html
http://www.nydailynews.com/new-york/nyc-crime/photo-murdered-pregnant-woman-juror-pass-article-1.3528987,91078,107,text/html
http://www.nydailynews.com/sports/football/sage-rosenfels-offers-alternative-fans-burning-vikings-tickets-article-1.3530027,91191,109,text/html
http://www.nydailynews.com/news/crime/teacher-sex-students-sentenced-10-years-article-1.3529977,89447,109,text/html
http://www.nydailynews.com/news/hurricane-maria-strikes-puerto-rico-pummeling-caribbean-gallery-1.3508527,68487,19,text/html
http://www.nydailynews.com/entertainment/music,117554,160,text/html
http://www.nydailynews.com/sports/id-click-that,121803,159,text/html
https://www.nydailynews.com/nydn/img/static/Desktop_Notification.png,164587,0,image/png
https://www.nydailynews.com/nydn/img/static/close-button.png,656,0,image/png
http://www.nydailynews.com/autos/genesis,29399,101,text/html
http://www.nydailynews.com/horoscopes/virgo,108114,131,text/html
http://www.nydailynews.com/newswires/news/national/puerto-rico-angry-trump-official-good-news-story-remark-article-1.3529879,92713,106,text/html
http://www.nydailynews.com/sports/odds,97212,103,text/html
http://www.nydailynews.com/newswires/sports/richard-pitino-tough-week-family-article-1.3530978,85940,104,text/html
http://www.nydailynews.com/sports/football/jets/henderson-files-wrongful-termination-suit-jets-seeks-3-3m-article-1.3530193,89081,105,text/html
http://www.nydailynews.com/life-style/babies-born-birth-defects-congenital-syphilis-article-1.3530526,89568,108,text/html
http://www.nydailynews.com/horoscopes/aries,108132,131,text/html
http://www.nydailynews.com/tags/stock-market,95288,103,text/html
http://www.nydailynews.com/tags/entertainment-newswires,107859,152,text/html
http://www.nydailynews.com/sports/baseball/mets,120806,159,text/html
http://www.nydailynews.com/news/national/tom-price-resigns-health-secretary-private-jet-article-1.3530958,91443,108,text/html
http://www.nydailynews.com/opinion/donald-trump-tax-plan-helps-donald-trump-article-1.3527927,91315,112,text/html
http://www.nydailynews.com/autos/chevrolet,62332,207,text/html
http://www.nydailynews.com/news/national/twelfth-resident-flroida-nursing-home-dies-article-1.3530140,88981,109,text/html
http://www.nydailynews.com/autos/news/2018-nissan-armada-platinum-reserve-preview-article-1.3530080,86127,111,text/html
http://www.nydailynews.com/news/national/pregnant-woman-man-fatally-shot-chicago-baby-critical-article-1.3530827,85478,104,text/html
http://www.nydailynews.com/autos/types/suv,143507,500,text/html
http://www.nydailynews.com/opinion,135551,226,text/html
http://www.nydailynews.com/life-style/health/smell-test-determine-dementia-risk-article-1.3530886,85534,104,text/html
http://www.nydailynews.com/sports/baseball,122605,162,text/html
http://www.nydailynews.com/life-style/cutest-kids-hollywood-gallery-1.53200,67121,20,text/html
http://www.nydailynews.com/autos/street-smarts/8-great-traits-2018-volkswagen-atlas-list-article-1.3498265,104504,120,text/html
http://www.nydailynews.com/tags/tom-price,106825,149,text/html
http://www.nydailynews.com/new-york/bronx/mom-recalls-horror-dying-son-bx-school-stabbing-article-1.3530426,93885,112,text/html
http://www.nydailynews.com/tags/income-tax-reform,94845,101,text/html
http://www.nydailynews.com/services,39104,60,text/html
http://www.nydailynews.com/amp/sports/basketball/hawks-pg-dennis-schroder-arrested-battery-charge-atlanta-article-1.3530427,27215,20,text/html
http://www.nydailynews.com/sports/soccer,125274,165,text/html
http://www.nydailynews.com/newswires/news/world/moscow-police-opposition-chief-navalny-rally-article-1.3529645,87785,104,text/html
http://www.nydailynews.com/autos/news/ford-debuts-f-series-super-duty-limited-article-1.3528205,85638,113,text/html
http://www.nydailynews.com/entertainment/playboy-founder-hugh-hefner-dead-91-article-1.3526365,96412,117,text/html
http://www.nydailynews.com/autos/photos,74503,173,text/html
http://www.nydailynews.com/entertainment/tv/stephen-colbert-puberme-raising-money-puerto-rico-article-1.3530118,103073,151,text/html
http://www.nydailynews.com/newswires/new-york/bill-de-blasio-pledges-750-000-eradicate-rats-parks-article-1.3529348,85063,104,text/html
http://www.nydailynews.com/new-york/nyc-crime,116818,155,text/html
http://www.nydailynews.com/opinion/trump-tax-attack-gop-plunders-middle-class-article-1.3526037,85182,100,text/html
http://www.nydailynews.com/newswires/sports/bailey-1st-bundesliga-goal-grab-point-leverkusen-article-1.3530996,89225,106,text/html
http://www.nydailynews.com/news/national/pulling-embassy-staff-cuba-alleged-attacks-article-1.3530023,90590,108,text/html
http://www.nydailynews.com/latino,118036,159,text/html
http://www.nydailynews.com/sports/college,123151,164,text/html
http://www.nydailynews.com/life-style/health/eating-bread-meal-problem-article-1.3530249,88388,105,text/html
http://www.nydailynews.com/news/officials-fired-quit-trump-administration-gallery-1.3354698,68431,19,text/html
http://www.nydailynews.com/newswires/entertainment/uk-judge-suspect-model-kidnapping-extradited-article-1.3530076,85822,104,text/html
http://www.nydailynews.com/services/privacy-policy,116273,106,text/html
http://www.nydailynews.com/entertainment/gossip/confidential/larry-david-insists-richard-lewis-asked-1-mil-article-1.3528323,88179,108,text/html
http://www.nydailynews.com/news/national/mayor-dr-seuss-hometown-blasts-librarian-rejected-books-article-1.3530719,92844,107,text/html
http://www.nydailynews.com/life-style/ife-3-ways-overcome-feeling-powerless-article-1.3504692,88636,105,text/html
http://www.nydailynews.com/sports,168597,298,text/html
http://www.nydailynews.com/news,151668,261,text/html
http://www.nydailynews.com/newswires/news/world/appeals-31-million-hurricane-battered-dominica-article-1.3530778,89891,106,text/html
http://www.nydailynews.com/newswires/new-york/port-authority-ny-nj-sending-puerto-rico-article-1.3529834,85198,104,text/html
http://www.nydailynews.com/newswires/new-york/mom-school-stabbing-victim-no-bully-loved-article-1.3531000,89218,106,text/html
http://www.nydailynews.com/newswires/news/national/americans-stay-cuba-health-attacks-article-1.3530015,93462,105,text/html
http://www.nydailynews.com/new-york/nyc-crime/bloody-lincoln-tunnel-brawl-leaves-man-slashed-car-crash-article-1.3530771,85231,101,text/html
http://www.nydailynews.com/horoscopes/libra,108141,131,text/html
http://www.nydailynews.com/entertainment/photos,112032,174,text/html
http://www.nydailynews.com/entertainment/gossip,118934,159,text/html
http://www.nydailynews.com/newswires/entertainment/rich-colors-dominate-runway-paris-fashion-week-article-1.3530459,92934,105,text/html
http://www.nydailynews.com/entertainment/gossip/confidential/bryan-cranston-thinks-colin-kaepernick-great-article-1.3530804,86133,104,text/html
http://www.nydailynews.com/newswires/new-york/ny-juror-faints-graphic-pregnant-slay-trial-article-1.3530086,85010,104,text/html
http://www.nydailynews.com/new-york/bronx,122007,170,text/html
http://www.nydailynews.com/autos/news/bmw-mini-amazon-alexa-integration-mid-2018-article-1.3530003,82982,105,text/html
http://www.nydailynews.com/services/media-kit,23591,54,text/html
http://www.nydailynews.com/sports/more-sports,120993,159,text/html
http://www.nydailynews.com/new-york-daily-news-front-pages-gallery-1.2943303,66508,20,text/html
http://www.nydailynews.com/sports/hockey/islanders,123523,160,text/html
http://www.nydailynews.com/life-style/drink-water-amount-article-1.3504556,89596,103,text/html
http://www.nydailynews.com/sports/football/giants/giants-injury-updates-casillas-vernon-4-questionable-article-1.3530168,86787,101,text/html
http://www.nydailynews.com/autos/toyota,60208,207,text/html
http://www.nydailynews.com/sports/basketball/knicks,122993,158,text/html
http://www.nydailynews.com/autos/latest-reviews,92235,233,text/html
http://www.nydailynews.com/autos/latest-reviews/flash-drive-2018-lincoln-navigator-review-article-1.3509479,100248,119,text/html
http://www.nydailynews.com/news/national,123691,167,text/html
http://www.nydailynews.com/new-york/subways-pageant-struts-back-nyc-spotlight-gallery-1.3529860,67656,21,text/html
http://www.nydailynews.com/entertainment/tv/megyn-kelly-takes-jab-media-poor-reviews-new-show-article-1.3530769,89141,110,text/html
http://www.nydailynews.com/autos/chrysler,40637,131,text/html
http://www.nydailynews.com/tags/daily-views,106970,157,text/html
http://www.nydailynews.com/autos/news/toyota-steps-hybrids-tesla-cuts-base-model-s-article-1.3528397,91054,117,text/html
http://www.nydailynews.com/sports/baseball/yankees,120592,160,text/html
http://www.nydailynews.com/autos/hyundai,60568,196,text/html
http://www.nydailynews.com/amp/sports/football/jets/jets-closer-rid-underachieving-mo-wilkerson-article-1.3528618,34016,18,text/html
http://www.nydailynews.com/autos/buyers-guide,94081,262,text/html
http://www.nydailynews.com/life-style/eats,120143,159,text/html
http://www.nydailynews.com/autos/gallery-2018-nissan-pathfinder-photos-gallery-1.3508607,27485,20,text/html
http://www.nydailynews.com/services/feeds,72442,176,text/html
http://www.nydailynews.com/amp/newswires/entertainment/mona-lisa-unveiled-nude-sketch-link-masterpiece-article-1.3529794,29254,18,text/html
http://www.nydailynews.com/new-york/queens,120995,171,text/html
http://www.nydailynews.com/entertainment/theater-arts,118605,160,text/html
http://www.nydailynews.com/autos/news/kia-niro-amazon-alexa-skill-app-smartphone-technology-article-1.3449330,84053,113,text/html
http://www.nydailynews.com/tags/business-newswires/2,107410,148,text/html
http://www.nydailynews.com/tags/hugh-hefner,106719,150,text/html
http://www.nydailynews.com/newswires/news/business/technology-firms-small-companies-lead-stocks-higher-article-1.3530083,90785,104,text/html
http://www.nydailynews.com/tags/playboy,107013,151,text/html
http://www.nydailynews.com/news/crime/mother-leaves-kids-home-flies-germany-article-1.3530056,86910,108,text/html
http://www.nydailynews.com/autos/news/2018-volvo-xc40-safety-technology-video-article-1.3474621,84481,111,text/html
http://www.nydailynews.com/sports/basketball,121856,163,text/html
http://www.nydailynews.com/entertainment/movies,118032,160,text/html
http://www.nydailynews.com/tags/world-newswires/2,107694,149,text/html
http://www.nydailynews.com/entertainment/movies/lynda-carter-slams-james-cameron-woman-criticism-article-1.3530500,92064,112,text/html
http://www.nydailynews.com/authors?author=Manish-Mehta,107863,159,text/html
http://www.nydailynews.com/tags/newswires,107505,150,text/html
http://www.nydailynews.com/sports/football/jets,119630,160,text/html
http://www.nydailynews.com/entertainment,154682,276,text/html
http://www.nydailynews.com/opinion/government-office-involved-article-1.3528614,85801,99,text/html
http://www.nydailynews.com/newswires/entertainment/man-arrested-hollywood-shooting-rapper-released-article-1.3530783,84963,104,text/html
http://www.nydailynews.com/entertainment/stars-love-coffee-gallery-1.1905216?pmSlide=1.2378425,68743,21,text/html
http://www.nydailynews.com/sports/katie-nolan-turned-spot-mike-greenberg-espn-show-report-article-1.3530686,88630,105,text/html
http://www.nydailynews.com/autos/gallery-2017-daily-news-autos-awards-recommended-models-gallery-1.3098486,27500,20,text/html
http://www.nydailynews.com/life-style/eats/feast-food-nyc-hotspots-first-ever-politics-food-article-1.3511816,94571,107,text/html
http://www.nydailynews.com/horoscopes/sagittarius,108276,131,text/html
http://www.nydailynews.com/autos/news/opinion-mitsubishi-e-evolution-concept-continues-dangerous-trend-article-1.3508825,90075,112,text/html
http://www.nydailynews.com/autos/buick,45773,149,text/html
http://www.nydailynews.com/amp/entertainment/stars-love-coffee-gallery-1.1905216,61914,18,text/html
http://www.nydailynews.com/news/crime/woman-faked-abduction-posted-kidnapping-video-facebook-article-1.3530475,89950,110,text/html
http://www.nydailynews.com/tags/new-york-newswires,107346,141,text/html
http://www.nydailynews.com/life-style/eats/bacon-egg-cheese-packed-dumpling-article-1.3513965,89266,105,text/html
http://www.nydailynews.com/sports/football/giants,120871,156,text/html
http://www.nydailynews.com/autos/ram,40779,135,text/html
http://www.nydailynews.com/autos/latest-reviews/first-drive-2018-lexus-ls-review-article-1.3522391,102823,116,text/html
http://www.nydailynews.com/entertainment/stars-love-coffee-gallery-1.1905216?pmSlide=1.1905214,68872,21,text/html
http://www.nydailynews.com/autos/lexus,53442,178,text/html
https://www.nydailynews.com/cmlink/notifications,22376,6,text/html
http://www.nydailynews.com/life-style/plan-caribbean-vacation-post-hurricane-article-1.3528680,96613,109,text/html
http://www.nydailynews.com/newswires/news/national/latest-health-secretary-price-resigns-travel-flap-article-1.3530312,93977,106,text/html
http://www.nydailynews.com/newswires/entertainment/dr-duhamel-honorary-doctorate-transformers-star-article-1.3530972,84833,104,text/html
http://www.nydailynews.com/autos/street-smarts/buying-car-smart-article-1.2542710,93958,110,text/html
http://www.nydailynews.com/sports/baseball/yankees/artist-draws-original-stadium-names-yankee-article-1.3529220,93392,105,text/html
http://www.nydailynews.com/new-york/nyc-crime/woman-killed-pregnant-pal-seeks-therapist-juror-faints-article-1.3530919,89982,106,text/html
http://www.nydailynews.com/tags/congress,107433,157,text/html
http://www.nydailynews.com/life-style/unilever-accidentally-names-new-soap-kim-jong-article-1.3530414,88004,108,text/html
http://www.nydailynews.com/amp/news/national/student-loan-program-set-expire-extension-blocked-article-1.3530430,27651,18,text/html
http://www.nydailynews.com/life-style/surgery-connected-highest-risk-opioid-addiction-article-1.3528462,89935,108,text/html
http://www.nydailynews.com/life-style/eats/fireball-whisky-bagels-new-jersey-shop-article-1.3511874,90976,116,text/html
http://www.nydailynews.com/news/crime/fake-uber-driver-charged-raping-women-article-1.3530197,91526,111,text/html
http://www.nydailynews.com/life-style/good-times-roll-casinos-new-york-new-jersey-connecticut-article-1.3477137,104597,133,text/html
http://www.nydailynews.com/new-york/weather,22409,48,text/html
http://www.nydailynews.com/tags/elise-stefanik,95315,103,text/html
http://www.nydailynews.com/services/mobile,9973,33,text/html
http://www.nydailynews.com/amp/newswires/news/national/health-human-services-secretary-tom-price-resigns-criticism-travel-private-planes-article-1.3530973,24343,18,text/html
http://www.nydailynews.com/new-york/nyc-crime/exterminator-molests-young-girl-queens-home-appointment-article-1.3530689,85377,101,text/html
http://www.nydailynews.com/new-york/education/school-gallery-1.39700,66705,21,text/html
http://www.nydailynews.com/life-style/eats/top-chefs-appart-harry-cafe-won-give-snacks-article-1.3528344,93220,107,text/html
http://www.nydailynews.com/autos/ford,60233,207,text/html
http://www.nydailynews.com/new-york/immigrant-rights-college-tuition-aid-101-article-1.2994938,90704,115,text/html
http://www.nydailynews.com/life-style/shanghai-multi-hour-video-game-world-championship-training-camp-gallery-1.3525410,69494,20,text/html
http://www.nydailynews.com/amp/sports/football/patriots-fans-burn-jerseys-anthem-protests-article-1.3530222,26103,18,text/html
http://www.nydailynews.com/tags/tammy-baldwin,96303,107,text/html
http://www.nydailynews.com/life-style/eats/taco-bells-intends-serve-booze-big-city-expansion-plan-article-1.3508531,89404,108,text/html
http://www.nydailynews.com/new-york/nyc-crime/s-high-school-teacher-attacks-husband-porsche-metal-rod-article-1.3522153,90192,110,text/html
http://www.nydailynews.com/new-york/education/21-teachers-brooklyn-school-pay-cuts-50g-article-1.3517996,89317,109,text/html
http://www.nydailynews.com/tags/obituaries,106929,157,text/html
http://www.nydailynews.com/new-york/high-fashion-new-york-fashion-week-gallery-1.3484799,67386,21,text/html
http://www.nydailynews.com/new-york/mom-boy-seizure-school-bus-sue-city-5m-article-1.3527333,89528,106,text/html
http://www.nydailynews.com/news/national/hugh-hefner-remembered-fondly-friends-employees-inspired-article-1.3529227,92206,107,text/html
http://www.nydailynews.com/tags/lamar-alexander,98295,115,text/html
http://www.nydailynews.com/tags/staten-island,107442,157,text/html
http://www.nydailynews.com/amp/newswires/sports/gop-candidate-ohio-governor-pulls-ad-nfl-protests-article-1.3530968,24889,18,text/html
http://www.nydailynews.com/news/politics/cuomo-slams-trump-tax-reform-plan-devastating-new-york-article-1.3527687,93759,112,text/html
http://www.nydailynews.com/autos/cadillac,45991,149,text/html
http://www.nydailynews.com/tags/auto-news,107216,157,text/html
http://www.nydailynews.com/amp/newswires/news/national/zinke-dismisses-charter-bs-travel-article-1.3530784,29885,18,text/html
http://www.nydailynews.com/authors?author=Emily-Wilkins,93654,100,text/html
http://www.nydailynews.com/autos/eye-candy-audi-rs-4-avant-gallery-1.3498014,26886,20,text/html
http://www.nydailynews.com/newswires/new-york/richard-pyle-ap-reporter-vietnam-war-dies-article-1.3528745,94711,106,text/html
http://www.nydailynews.com/amp/newswires/news/world/refugee-girl-challenged-merkel-stay-indefinitely-article-1.3530814,24845,18,text/html
http://www.nydailynews.com/amp/entertainment/gossip/no-sex-city-movie-article-1.3530030,28000,22,text/html
http://www.nydailynews.com/amp/newswires/news/world/merkel-party-nationalists-oppose-aid-neo-nazi-victims-article-1.3530833,24840,18,text/html
http://www.nydailynews.com/horoscopes/pisces?type=monthly,110218,131,text/html
http://www.nydailynews.com/authors?author=Megan-Cerullo,107185,159,text/html
http://www.nydailynews.com/horoscopes/virgo?type=monthly,110362,131,text/html
http://www.nydailynews.com/amp/news/world/nude-sketch-da-vinci-study-mona-lisa-article-1.3530610,29170,19,text/html
http://www.nydailynews.com/authors?author=Nicki-Gostin,106089,157,text/html
http://www.nydailynews.com/news/politics/harvard-protesters-greet-education-secretary-betsy-devos-speech-article-1.3529565,94145,105,text/html
http://www.nydailynews.com/entertainment/sarah-jessica-parker-shuts-kim-cattrall-feud-rumors-article-1.2838266,89653,110,text/html
http://www.nydailynews.com/news/politics/white-house-probing-private-email-account-kushner-article-1.3529005,89234,111,text/html
http://www.nydailynews.com/entertainment/sarah-jessica-parker-wishes-kim-cattrall-happy-60th-birthday-article-1.2760245,89090,108,text/html
http://www.nydailynews.com/news/national/ohio-reinstall-monument-robert-e-lee-history-article-1.3530830,89507,111,text/html
http://www.nydailynews.com/horoscopes/aquarius?type=monthly,110506,131,text/html
